model,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,turnover,net_return_after_costs
equal_weight_benchmark,0.12989684744516872,0.14187656003665428,0.9155624256156862,-0.23599486872868014,0.5504223381844341,0.005780346820809248,0.12981532639005988
fixed_weight,0.1275967672972258,0.12337281066148634,1.0342373381387027,-0.15193536966123655,0.8398095030914958,0.4605009633911367,0.12145390749580387
rolling_ic_80_20,0.1137136668801606,0.12435487021234179,0.9144287367755615,-0.2142201473947969,0.5308262003507638,0.5028901734104047,0.107099807595328
xgboost_ic,0.12921349669811222,0.1319722936758015,0.9790956351454614,-0.15341084028335028,0.8422709663766557,0.7148362235067437,0.11966394059625562
